index,date,p1,p2,p3,p4,p5,w1,w2,w3,n1,n2,n3,n4,n5,n6,b,nn1,nn2,nn3,nn4,nn5,nn6,
210,2006.12.09,2,46,1298,64325,1049739,5139085950 ,37239754 ,1319745 ,10,19,22,23,25,37,39,10,9,3,1,2,12,
209,2006.12.02,6,34,1358,65973,1053545,1660896350 ,48849893 ,1223046 ,2,7,18,20,24,33,37,2,5,11,2,4,9,
208,2006.11.25,6,34,1224,64277,1030103,1760767400 ,51787277 ,1438536 ,14,25,31,34,40,44,24,14,11,6,3,6,4,
207,2006.11.18,5,37,1203,60871,1020444,2104673760 ,47402563 ,1457935 ,3,11,14,31,32,37,38,3,8,3,17,1,5,
206,2006.11.11,5,36,1549,66445,1044599,2032859340 ,47056930 ,1093641 ,1,2,3,15,20,25,43,1,1,1,12,5,5,
205,2006.11.04,6,21,1098,56067,962608,1835221800 ,87391515 ,1671423 ,1,3,21,29,35,37,30,1,2,18,8,6,2,
204,2006.10.28,8,23,1180,57646,985516,1358347125 ,78744761 ,1534856 ,3,12,14,35,40,45,5,3,9,2,21,5,5,
203,2006.10.21,5,43,1328,66916,1095728,2164564740 ,41948930 ,1358287 ,1,3,11,24,30,32,7,1,2,8,13,6,2,
202,2006.10.14,6,40,1232,62532,1043620,1893391700 ,47334793 ,1536844 ,12,14,27,33,39,44,17,12,2,13,6,6,5,
201,2006.10.07,1,37,1347,61045,985655,9719465400 ,43781376 ,1202607 ,3,11,24,38,39,44,26,3,8,13,14,1,5,
200,2006.09.30,8,58,1387,66233,1078398,1344616613 ,30910727 ,1292590 ,5,6,13,14,17,20,7,5,1,7,1,3,3,
199,2006.09.23,2,23,1049,55426,939272,5344252200 ,77452931 ,1698206 ,14,21,22,25,30,36,43,14,7,1,3,5,6,
198,2006.09.16,6,25,1050,55693,965692,1797855050 ,71914202 ,1712243 ,12,19,20,25,41,45,2,12,7,1,5,16,4,
197,2006.09.09,6,42,1229,58551,993294,1803018300 ,42929008 ,1467062 ,7,12,16,34,42,45,4,7,5,4,18,8,3,
196,2006.09.02,15,27,1518,58079,937967,727876520 ,67395975 ,1198743 ,35,36,37,41,44,45,30,35,1,1,4,3,1,
195,2006.08.26,11,66,1691,70324,1067833,918992591 ,25527572 ,996346 ,7,10,19,22,35,40,31,7,3,9,3,13,5,
194,2006.08.19,4,21,1072,53559,917061,2650567875 ,84145012 ,1648364 ,15,20,23,26,39,44,28,15,5,3,3,13,5,
193,2006.08.12,3,20,1135,58638,974398,3404449700 ,85111243 ,1499758 ,6,14,18,26,36,39,13,6,8,4,8,10,3,
192,2006.08.05,4,38,1098,55766,943042,2445348375 ,42900849 ,1484729 ,4,8,11,18,37,45,33,4,4,3,7,19,8,
191,2006.07.29,4,23,1145,59650,1017334,2577114675 ,74698977 ,1500504 ,5,6,24,25,32,37,8,5,1,18,1,7,5,
190,2006.07.22,6,33,1016,53791,918127,1784159450 ,54065438 ,1756063 ,8,14,18,30,31,44,15,8,6,4,12,1,13,
189,2006.07.15,3,33,1085,52193,903280,3461775100 ,52451138 ,1595289 ,8,14,32,35,37,45,28,8,6,18,3,2,8,
188,2006.07.08,3,33,1320,61227,1016219,3501405200 ,53051594 ,1326290 ,19,24,27,30,31,34,36,19,5,3,3,1,3,
187,2006.07.01,7,19,1253,59780,981217,1544733900 ,94852082 ,1438300 ,1,2,8,18,29,38,42,1,1,6,10,11,9,
186,2006.06.24,9,46,1169,58566,984795,1187882600 ,38735303 ,1524230 ,4,10,14,19,21,45,9,4,6,4,5,2,24,
185,2006.06.17,3,34,1228,65938,1055823,3522485800 ,51801262 ,1434237 ,1,2,4,8,19,38,14,1,1,2,4,11,19,
184,2006.06.10,6,31,1331,63344,1054829,1747753050 ,56379131 ,1313113 ,1,2,6,16,20,33,41,1,1,4,10,4,13,
183,2006.06.03,6,25,1294,67137,1039403,1777221500 ,71088860 ,1373433 ,2,18,24,34,40,42,5,2,16,6,10,6,2,
182,2006.05.27,3,44,1228,59004,1000820,3721439400 ,42289085 ,1515245 ,13,15,27,29,34,40,35,13,2,12,2,5,6,
181,2006.05.20,6,24,1233,60637,1028918,1941763300 ,80906805 ,1574829 ,14,21,23,32,40,45,44,14,7,2,9,8,5,
180,2006.05.13,2,35,1284,62876,1047300,5763371550 ,54889253 ,1496203 ,2,15,20,21,29,34,22,2,13,5,1,8,5,
179,2006.05.06,10,53,1540,69956,1125523,1081093920 ,33996665 ,1170016 ,5,9,17,25,39,43,32,5,4,8,8,14,4,
178,2006.04.29,5,44,1566,74612,1200574,2254621080 ,42701157 ,1199778 ,1,5,11,12,18,23,9,1,4,6,1,6,5,
177,2006.04.22,7,30,1260,64437,1097033,1693285500 ,65849992 ,1567857 ,1,10,13,16,37,43,6,1,9,3,3,21,6,
176,2006.04.15,5,40,1535,76689,1191081,2314663080 ,48222148 ,1256604 ,4,17,30,32,33,34,15,4,13,13,2,1,1,
175,2006.04.08,5,48,1347,67585,1137627,2371132620 ,41165497 ,1466922 ,19,26,28,31,33,36,17,19,7,2,3,2,3,
174,2006.04.01,7,26,1325,64999,1101483,1771103058 ,79472574 ,1559462 ,13,14,18,22,35,39,16,13,1,4,4,13,4,
173,2006.03.25,8,63,1448,78349,1261354,1487736788 ,31486493 ,1369924 ,3,9,24,30,33,34,18,3,6,15,6,3,1,
172,2006.03.18,11,19,1276,65456,1111595,1081154073 ,104321885 ,1553383 ,4,19,21,24,26,41,35,4,15,2,3,2,15,
171,2006.03.11,6,19,1381,71461,1113068,1961339700 ,103228406 ,1420232 ,4,16,25,29,34,35,1,4,12,9,4,5,1,
170,2006.03.04,6,27,1309,67030,1125608,1923108250 ,71226232 ,1469144 ,2,11,13,15,31,42,10,2,9,2,2,16,11,
169,2006.02.25,5,31,1171,62705,1069471,2482888380 ,66744312 ,1766929 ,16,27,35,37,43,45,19,16,11,8,2,6,2,
168,2006.02.18,5,54,1544,74504,1233043,2349946920 ,36264613 ,1268322 ,3,10,31,40,42,43,30,3,7,21,9,2,1,
167,2006.02.11,5,36,1313,64208,1122401,2491222920 ,57667198 ,1581127 ,24,27,28,30,36,39,4,24,3,1,2,6,3,
166,2006.02.04,11,28,1507,70751,1140980,1111299982 ,72763690 ,1351947 ,9,12,27,36,39,45,14,9,3,15,9,3,6,
165,2006.01.28,2,40,1535,78820,1297194,6767426700 ,56395223 ,1469583 ,5,13,18,19,22,42,31,5,8,5,1,3,20,
164,2006.01.21,3,39,1626,74835,1250274,4054937900 ,51986384 ,1246906 ,6,9,10,11,39,41,27,6,3,1,1,28,2,
163,2006.01.14,7,47,1390,66604,1099200,1629726515 ,40454205 ,1367876 ,7,11,26,28,29,44,16,7,4,15,2,1,15,
162,2006.01.07,5,33,1172,61205,1057899,2308265760 ,58289540 ,1641259 ,1,5,21,25,38,41,24,1,4,16,4,13,3,
161,2005.12.31,7,63,1381,66233,1116934,1996876272 ,33275487 ,1517999 ,22,34,36,40,42,45,44,22,12,2,4,2,3,
160,2005.12.24,2,32,1079,58680,1022787,5490805350 ,57195890 ,1696264 ,3,7,8,34,39,41,1,3,4,1,26,5,2,
159,2005.12.17,6,24,1071,54933,920378,1755407300 ,73141971 ,1639036 ,1,18,30,41,42,43,32,1,17,12,11,1,1,
158,2005.12.10,10,45,1516,67910,1071741,1069544340 ,39612754 ,1175841 ,4,9,13,18,21,34,7,4,5,4,5,3,13,
157,2005.12.03,2,28,1155,61650,1028734,5484903750 ,65296474 ,1582945 ,19,26,30,33,35,39,37,19,7,4,3,2,4,
156,2005.11.26,8,30,1230,59506,998192,1401099900 ,62271107 ,1518808 ,5,18,28,30,42,45,2,5,13,10,2,12,3,
155,2005.11.19,9,37,1287,62882,1035003,1193005734 ,48365098 ,1390450 ,16,19,20,32,33,41,4,16,3,1,12,1,8,
154,2005.11.12,4,32,1189,60181,1020067,2836628700 ,59096432 ,1590485 ,6,19,21,35,40,45,20,6,13,2,14,5,5,
153,2005.11.05,4,52,1446,71562,1137072,2730526125 ,35006746 ,1258888 ,3,8,11,12,13,36,33,3,5,3,1,1,23,
152,2005.10.29,5,30,1184,60282,1021147,2278131840 ,63281440 ,1603415 ,1,5,13,26,29,34,43,1,4,8,13,3,5,
151,2005.10.22,4,45,1491,68250,1113528,2716634025 ,40246430 ,1214681 ,1,2,10,13,18,19,15,1,1,8,3,5,1,
150,2005.10.15,4,46,1279,65200,1100850,2831645850 ,41038346 ,1475969 ,2,18,25,28,37,39,16,2,16,7,3,9,2,
149,2005.10.08,7,43,1171,60450,1016240,1639052143 ,44470407 ,1632987 ,2,11,21,34,41,42,27,2,9,10,13,7,1,
148,2005.10.01,5,35,1185,63358,1079664,2323596420 ,55323725 ,1634035 ,21,25,33,34,35,36,17,21,4,8,1,1,1,
147,2005.09.24,7,35,1215,62412,1067800,1700040215 ,56668008 ,1632412 ,4,6,13,21,40,42,36,4,2,7,8,19,2,
146,2005.09.17,2,34,1383,62524,1038812,6043415250 ,59249170 ,1456596 ,2,19,27,35,41,42,25,2,17,8,8,6,1,
145,2005.09.10,3,38,1217,63120,1093545,3797838200 ,49971556 ,1560328 ,2,3,13,20,27,44,9,2,1,10,7,7,17,
144,2005.09.03,8,38,1498,74181,1180411,1402440413 ,49208436 ,1248279 ,4,15,17,26,36,37,43,4,11,2,9,10,1,
143,2005.08.27,3,35,1182,57130,986951,3954584700 ,56494068 ,1672837 ,26,27,28,42,43,45,8,26,1,1,14,1,2,
142,2005.08.20,11,28,1326,64602,1067644,1018265564 ,66672150 ,1407859 ,12,16,30,34,40,44,19,12,4,14,4,6,4,
141,2005.08.13,6,29,1144,58203,1000591,1900552400 ,65536290 ,1661323 ,8,12,29,31,42,43,2,8,4,17,2,11,1,
140,2005.08.06,5,34,1310,64372,1082575,2109462840 ,51702521 ,1341898 ,3,13,17,18,19,28,8,3,10,4,1,1,9,
139,2005.07.30,7,28,1128,57271,986618,1650210215 ,68758759 ,1706778 ,9,11,15,20,28,43,13,9,2,4,5,8,15,
138,2005.07.23,5,32,1251,61230,1056925,2227152000 ,57998750 ,1483582 ,10,11,27,28,37,39,19,10,1,16,1,9,2,
137,2005.07.16,9,40,1578,72935,1186655,1270403467 ,47640130 ,1207608 ,7,9,20,25,36,39,15,7,2,11,5,11,3,
136,2005.07.09,6,26,1279,66993,1119075,1997694150 ,76834391 ,1561919 ,2,16,30,36,41,42,11,2,14,14,6,5,1,
135,2005.07.02,7,28,1424,66201,1099249,1717293515 ,71553897 ,1406959 ,6,14,22,28,35,39,16,6,8,8,6,7,4,
134,2005.06.25,5,50,1433,69698,1129299,2349155100 ,39152585 ,1366106 ,3,12,20,23,31,35,43,3,9,8,3,8,4,
133,2005.06.18,8,51,1466,76266,1221679,1450242600 ,37914840 ,1319002 ,4,7,15,18,23,26,13,4,3,8,3,5,3,
132,2005.06.11,4,34,1382,65277,1098225,2920473525 ,57264187 ,1408816 ,3,17,23,34,41,45,43,3,14,6,11,7,4,
131,2005.06.04,8,33,1645,73893,1153272,1451214488 ,58634929 ,1176264 ,8,10,11,14,15,21,37,8,2,1,3,1,6,
130,2005.05.28,4,30,1273,63587,1087239,3036496650 ,67477704 ,1590206 ,7,19,24,27,42,45,31,7,12,5,3,15,3,
129,2005.05.21,11,50,1473,71124,1145600,1093629655 ,40099754 ,1361160 ,19,23,25,28,38,42,17,19,4,2,3,10,4,
128,2005.05.14,6,23,1192,63294,1102953,2064043100 ,89741005 ,1731580 ,12,30,34,36,37,45,39,12,18,4,2,1,8,
127,2005.05.07,6,43,1279,67175,1143382,1965939150 ,45719516 ,1537091 ,3,5,10,29,32,43,35,3,2,5,19,3,11,
126,2005.04.30,9,35,1439,71370,1166992,1369301500 ,58684350 ,1427347 ,7,20,22,27,40,43,1,7,13,2,5,13,3,
125,2005.04.23,7,36,1444,74261,1220272,1754870786 ,56870813 ,1417832 ,2,8,32,33,35,36,18,2,6,24,1,2,1,
124,2005.04.16,9,37,1540,75040,1230275,1395936267 ,56592011 ,1359679 ,4,16,23,25,29,42,1,4,12,7,2,4,13,
123,2005.04.09,5,38,1477,72742,1188107,2532982680 ,55547866 ,1429126 ,7,17,18,28,30,45,27,7,10,1,10,2,15,
122,2005.04.02,9,38,1403,72518,1266949,1450073800 ,57239756 ,1550329 ,1,11,16,17,36,40,8,1,10,5,1,19,4,
121,2005.03.26,2,31,1342,67464,1153689,6839648100 ,73544604 ,1698870 ,12,28,30,34,38,43,9,12,16,2,4,4,5,
120,2005.03.19,3,31,1605,80400,1377368,4364530300 ,70395650 ,1359667 ,4,6,10,11,32,37,30,4,2,4,1,21,5,
119,2005.03.12,9,49,1936,85327,1355365,1474899400 ,45149982 ,1142743 ,3,11,13,14,17,21,38,3,8,2,1,3,4,
118,2005.03.05,10,41,1671,83233,1390561,1297989720 ,52763810 ,1294624 ,3,4,10,17,19,22,38,3,1,6,7,2,3,
117,2005.02.26,9,50,1642,78361,1267826,1558378334 ,46751350 ,1423610 ,5,10,22,34,36,44,35,5,5,12,12,2,8,
116,2005.02.19,7,56,1735,91897,1499198,1997747315 ,41619736 ,1343346 ,2,4,25,31,34,37,17,2,2,21,6,3,3,
115,2005.02.12,9,34,1990,91627,1447287,1488589567 ,65673070 ,1122053 ,1,2,6,9,25,28,31,1,1,4,3,16,3,
114,2005.02.05,6,41,1491,78504,1283250,2362345050 ,57618172 ,1584404 ,11,14,19,26,28,41,2,11,3,5,7,2,13,
113,2005.01.29,9,43,1479,72711,1241238,1561528934 ,54471940 ,1583701 ,4,9,28,33,36,45,26,4,5,19,5,3,9,
112,2005.01.22,9,32,1370,70247,1227387,1567271167 ,73465836 ,1715991 ,26,29,30,33,41,42,43,26,3,1,3,8,1,
111,2005.01.15,6,51,1734,86863,1389605,2199047450 ,43118578 ,1268194 ,7,18,31,33,36,40,27,7,11,13,2,3,4,
110,2005.01.08,3,38,1392,73674,1196287,4566262000 ,60082395 ,1640181 ,7,20,22,23,29,43,1,7,13,2,1,6,14,
109,2005.01.01,12,31,1493,73179,1271057,1246838200 ,80441175 ,1670246 ,1,5,34,36,42,44,33,1,4,29,2,6,2,
108,2004.12.25,7,41,1462,70827,1223421,1998900772 ,56879291 ,1595111 ,7,18,22,23,29,44,12,7,11,4,1,6,15,
107,2004.12.18,2,35,2181,91651,1301235,6679927800 ,63618360 ,1020928 ,1,4,5,6,9,31,17,1,3,1,1,3,22,
106,2004.12.11,16,40,2056,93551,1415989,810461157 ,54030744 ,1051182 ,4,10,12,22,24,33,29,4,6,2,10,2,9,
105,2004.12.04,4,26,1331,69127,1192263,3416781450 ,87609781 ,1711386 ,8,10,20,34,41,45,28,8,2,10,14,7,4,
104,2004.11.27,2,23,1293,71824,1246208,6610743750 ,95807881 ,1704240 ,17,32,33,34,42,44,35,17,15,1,1,8,2,
103,2004.11.20,8,38,1583,75587,1231156,1691589563 ,59354020 ,1424797 ,5,14,15,27,30,45,10,5,9,1,12,3,15,
102,2004.11.13,9,24,1352,75476,1322337,1457153067 ,91072067 ,1616664 ,17,22,24,26,35,40,42,17,5,2,2,9,5,
101,2004.11.06,5,38,1405,73210,1246344,2707297500 ,59370560 ,1605752 ,1,3,17,32,35,45,8,1,2,14,15,3,10,
100,2004.10.30,4,36,1544,76899,1235777,3315315525 ,61394732 ,1431484 ,1,7,11,23,37,42,6,1,6,4,12,14,5,
99,2004.10.23,6,40,1581,77203,1282311,2169219050 ,54230477 ,1372056 ,1,3,10,27,29,37,11,1,2,7,17,2,8,
98,2004.10.16,4,45,1880,87818,1385812,3177972300 ,47081072 ,1126941 ,6,9,16,23,24,32,43,6,3,7,7,1,8,
97,2004.10.09,9,46,1543,77227,1282678,1496214000 ,48789587 ,1454518 ,6,7,14,15,20,36,3,6,1,7,1,5,16,
96,2004.10.02,7,38,1197,65301,1111779,1847133515 ,56710240 ,1800326 ,1,3,8,21,22,31,20,1,2,5,13,1,9,
95,2004.09.25,8,48,1728,82432,1347106,1747741238 ,48548368 ,1348566 ,8,17,27,31,34,43,14,8,9,10,4,3,9,
94,2004.09.18,6,38,1353,71106,1223793,2245339950 ,59087894 ,1659527 ,5,32,34,40,41,45,6,5,27,2,6,1,4,
93,2004.09.11,6,26,1462,68597,1185275,2269178150 ,87276083 ,1552106 ,6,22,24,36,38,44,19,6,16,2,12,2,6,
92,2004.09.04,11,50,1623,79319,1307607,1233270846 ,45219931 ,1393098 ,3,14,24,33,35,36,17,3,11,10,9,2,1,
91,2004.08.28,4,32,1205,64183,1128902,3582902400 ,74643800 ,1982242 ,1,21,24,26,29,42,27,1,20,3,2,3,13,
90,2004.08.21,4,34,1297,67888,1160774,3291435300 ,64537948 ,1691820 ,17,20,29,35,38,44,10,17,3,9,6,3,6,
89,2004.08.14,3,30,1340,72667,1261896,4248321900 ,70805365 ,1585195 ,4,26,28,29,33,40,37,4,22,2,1,4,7,
88,2004.08.07,4,31,1183,64639,1098115,3069709650 ,66015262 ,1729902 ,1,17,20,24,30,41,27,1,16,3,4,6,11,
87,2004.07.31,11,33,1250,54768,890859,1799358055 ,99964337 ,2639059 ,4,12,16,23,34,43,26,4,8,4,7,11,9,
86,2004.07.24,1,16,611,35057,616434,14252186400 ,148460275 ,3887667 ,2,12,37,39,41,45,33,2,10,25,2,2,4,
85,2004.07.17,4,31,823,41746,664492,3462109800 ,74453975 ,2804464 ,6,8,13,23,31,36,21,6,2,5,10,8,5,
84,2004.07.10,2,17,635,32402,582445,7669779000 ,150387824 ,4026131 ,16,23,27,34,42,45,11,16,7,4,7,8,3,
83,2004.07.03,2,15,851,45924,763287,7086948300 ,157487740 ,2775930 ,6,10,15,17,19,34,14,6,4,5,2,2,15,
82,2004.06.26,1,20,637,36139,638058,14562494400 ,121354120 ,3810177 ,1,2,3,14,27,42,39,1,1,1,11,13,15,
81,2004.06.19,5,20,1046,51654,787258,2714288880 ,113095370 ,2162436 ,5,7,11,13,20,33,6,5,2,4,2,7,13,
80,2004.06.12,1,16,868,40251,706432,13809540000 ,143849375 ,2651602 ,17,18,24,25,26,30,1,17,1,6,1,1,4,
79,2004.06.05,4,31,1196,49431,741871,3416443800 ,73471910 ,1904373 ,3,12,24,27,30,32,14,3,9,12,3,3,2,
78,2004.05.29,4,22,910,42450,716323,3519850000 ,106662100 ,2578600 ,10,13,25,29,33,35,38,10,3,12,4,4,2,
77,2004.05.22,3,19,713,37033,643154,5155758600 ,135677800 ,3615500 ,2,18,29,32,43,44,37,2,16,11,3,11,1,
76,2004.05.15,2,17,840,44504,770522,7451022600 ,146098400 ,2956700 ,1,3,15,22,25,37,43,1,2,12,7,3,12,
75,2004.05.08,4,19,817,40782,697174,3914616900 ,137354900 ,3194300 ,2,5,24,32,34,44,28,2,3,19,8,2,10,
74,2004.05.01,3,40,1021,48438,802633,5284949800 ,66061800 ,2588100 ,6,15,17,18,35,40,23,6,9,2,1,17,5,
73,2004.04.24,6,26,1363,55608,865131,2766662100 ,106410000 ,2029800 ,3,12,18,32,40,43,38,3,9,6,14,8,3,
72,2004.04.17,13,44,2510,113994,1702959,3260524600 ,104081800 ,1824500 ,2,4,11,17,26,27,1,2,2,7,6,9,1,
71,2004.04.10,0,28,782,39516,659631,0 ,88745200 ,3177500 ,5,9,12,16,29,41,21,5,4,3,4,13,12,
70,2004.04.03,3,14,717,36781,645990,5031277800 ,179688400 ,3508500 ,5,19,22,25,28,43,26,5,14,3,3,3,15,
69,2004.03.27,3,20,766,41220,704209,4962712200 ,124067800 ,3239300 ,5,8,14,15,19,39,35,5,3,6,1,4,20,
68,2004.03.20,5,20,754,43265,735760,2945882100 ,122745000 ,3255800 ,10,12,15,16,26,39,38,10,2,3,1,10,13,
67,2004.03.13,7,62,972,46740,748901,2114436500 ,39787700 ,2537900 ,3,7,10,15,36,38,33,3,4,3,5,21,2,
66,2004.03.06,4,19,786,40188,712181,3685138200 ,129303000 ,3125600 ,2,3,7,17,22,24,45,2,1,4,10,5,2,
65,2004.02.28,4,27,1003,52556,848960,3727945800 ,92048000 ,2477800 ,4,25,33,36,40,43,39,4,21,8,3,4,3,
64,2004.02.21,4,11,651,37117,654379,3899818000 ,236352600 ,3993600 ,14,15,18,21,26,36,39,14,1,3,3,5,10,
63,2004.02.14,2,26,824,41505,712954,7922245500 ,101567200 ,3204700 ,3,20,23,36,38,40,5,3,17,3,13,2,2,
62,2004.02.07,1,22,829,41686,700804,15817286400 ,119827900 ,3179900 ,3,8,15,27,29,35,21,3,5,7,12,2,6,
61,2004.01.31,5,11,789,41227,714784,3541038800 ,268260500 ,3740000 ,14,15,19,30,38,43,8,14,1,4,11,8,5,
60,2004.01.24,7,27,1088,45712,735708,2172504600 ,93873600 ,2329500 ,2,8,25,36,39,42,11,2,6,17,11,3,3,
59,2004.01.17,4,23,651,35026,626460,4127587300 ,119640200 ,4226900 ,6,29,36,39,41,45,13,6,23,7,3,2,4,
58,2004.01.10,4,39,1318,58215,880954,3676429200 ,62844900 ,1859600 ,10,24,25,33,40,44,1,10,14,1,8,7,4,
57,2004.01.03,4,25,960,44050,763692,4114411900 ,109717600 ,2857200 ,7,10,16,25,29,44,6,7,3,6,9,4,15,
56,2003.12.27,4,29,1359,41156,744566,3777570900 ,86840700 ,1853100 ,10,14,30,31,33,37,19,10,4,16,1,2,4,
55,2003.12.20,2,24,728,42550,746855,7088799600 ,98455500 ,3245700 ,17,21,31,37,40,44,7,17,4,10,6,3,4,
54,2003.12.13,3,15,719,34854,617337,5148626600 ,171620800 ,3580400 ,1,8,21,27,36,39,37,1,7,13,6,9,3,
53,2003.12.06,3,25,802,45372,742615,5014371000 ,100287400 ,3126100 ,7,8,14,32,33,39,42,7,1,6,18,1,6,
52,2003.11.29,4,13,669,34665,619109,3900844900 ,200043300 ,3887200 ,2,4,15,16,20,29,1,2,2,11,1,4,9,
51,2003.11.22,6,26,961,45707,706567,2421117000 ,93119800 ,2519300 ,2,3,11,16,26,44,35,2,1,8,5,10,18,
50,2003.11.15,3,14,826,40296,664631,5227061400 ,186680700 ,3164000 ,2,10,12,15,22,44,1,2,8,2,3,7,22,
49,2003.11.08,7,49,1487,66451,929635,1967504600 ,46845300 ,1543600 ,4,7,16,19,33,40,30,4,3,9,3,14,7,
48,2003.11.01,6,25,1279,58047,874668,2415673600 ,96626900 ,1888700 ,6,10,18,26,37,38,3,6,4,8,8,11,1,
47,2003.10.25,5,11,902,40580,679466,3250042400 ,246215300 ,3002600 ,14,17,26,31,36,45,27,14,3,9,5,5,9,
46,2003.10.18,3,39,1043,45243,745199,5327758800 ,68304600 ,2554000 ,8,13,15,23,31,38,39,8,5,2,8,8,7,
45,2003.10.11,2,27,890,45470,775339,8356417800 ,103165600 ,3129700 ,1,10,20,27,33,35,17,1,9,10,7,6,2,
44,2003.10.04,5,23,785,40092,696051,3362155800 ,121817200 ,3569100 ,3,11,21,30,38,45,39,3,8,10,9,8,7,
43,2003.09.27,1,21,926,45078,776043,17749630800 ,140870000 ,3194600 ,6,31,35,38,39,44,1,6,25,4,3,1,5,
42,2003.09.20,6,35,1405,79543,1393691,6899280100 ,131479800 ,3275200 ,17,18,19,21,23,32,1,17,1,1,2,2,9,
41,2003.09.13,0,21,700,33805,583744,0 ,109404000 ,3282100 ,13,20,23,35,38,43,34,13,7,3,12,3,5,
40,2003.09.06,13,44,1055,65081,798374,1147652400 ,56513100 ,2356900 ,7,13,18,19,25,26,6,7,6,5,1,6,1,
39,2003.08.30,6,25,699,38752,680975,2623748800 ,104949900 ,3753500 ,6,7,13,15,21,43,8,6,1,6,2,6,22,
38,2003.08.23,3,18,679,36377,681031,5374866400 ,149301800 ,3957900 ,16,17,22,30,37,43,36,16,1,5,8,7,6,
37,2003.08.16,3,20,857,46334,782490,4985999400 ,124649900 ,2908900 ,7,27,30,33,35,37,42,7,20,3,3,2,2,
36,2003.08.09,1,19,768,38321,673755,16014475800 ,140477800 ,3475300 ,1,10,23,26,28,40,31,1,9,13,3,2,12,
35,2003.08.02,3,24,933,46866,779854,5054598200 ,105304100 ,2708700 ,2,3,11,26,37,43,39,2,1,8,15,11,6,
34,2003.07.26,5,45,1264,68519,922063,3056918000 ,56609500 ,2015300 ,9,26,35,37,40,42,2,9,17,9,2,3,2,
33,2003.07.19,1,41,1063,52142,888943,14903517600 ,60583400 ,2336700 ,4,7,32,33,40,41,9,4,3,25,1,7,1,
32,2003.07.12,10,49,1203,52704,834746,1634528300 ,55596200 ,2264500 ,6,14,19,25,34,44,11,6,8,5,6,9,10,
31,2003.07.05,2,29,1130,58406,863641,8106672900 ,93180100 ,2391300 ,7,9,18,23,28,35,32,7,2,9,5,5,7,
30,2003.06.28,2,22,872,42319,710466,8728555500 ,132250800 ,3336600 ,8,17,20,35,36,44,4,8,9,3,15,1,8,
29,2003.06.21,5,17,752,42347,765661,3552594000 ,174146700 ,3936800 ,1,5,13,34,39,40,11,1,4,8,21,5,1,
28,2003.06.14,10,22,1164,57870,938483,1700361100 ,128815200 ,2434600 ,9,18,23,25,35,37,1,9,9,5,2,10,2,
27,2003.06.07,2,16,579,33509,625925,9543982500 ,198832900 ,5494500 ,1,20,26,28,37,43,27,1,19,6,2,9,6,
26,2003.05.31,5,39,1340,72252,1097093,3495069900 ,74680900 ,2173500 ,4,5,7,18,20,25,31,4,1,2,11,2,5,
25,2003.05.24,2,28,1111,58903,1096200,24227745300 ,175267400 ,4417100 ,2,4,21,26,43,44,16,2,2,17,5,17,1,
24,2003.05.17,0,18,925,52777,755905,0 ,176023700 ,3425300 ,7,8,27,29,36,43,6,7,1,19,2,7,7,
23,2003.05.10,4,23,1372,63717,990081,4317947700 ,125157900 ,2098100 ,5,13,17,18,33,42,44,5,8,4,1,15,9,
22,2003.05.03,4,32,827,53248,937961,4552194900 ,94837300 ,3669600 ,4,5,6,8,17,39,25,4,1,1,2,9,22,
21,2003.04.26,23,26,2008,82996,1155368,797475400 ,117576500 ,1522400 ,6,12,17,18,31,32,21,6,6,5,1,13,1,
20,2003.04.19,1,14,888,48158,827470,19352212800 ,230383400 ,3632100 ,10,14,18,20,23,30,41,10,4,4,2,3,7,
19,2003.04.12,1,14,697,55154,1135991,40722959400 ,297278500 ,5971100 ,6,30,38,39,40,43,26,6,24,8,1,1,3,
18,2003.04.05,0,15,664,38453,693323,0 ,175017300 ,3953700 ,3,12,13,19,32,35,29,3,9,1,6,13,3,
17,2003.03.29,3,9,1142,61651,961162,5349491200 ,297193900 ,2342100 ,3,4,9,17,32,37,1,3,1,5,8,15,5,
16,2003.03.22,4,12,862,47255,870770,4377146100 ,243174700 ,3385200 ,6,7,24,37,38,40,33,6,1,17,13,1,2,
15,2003.03.15,1,16,509,39202,827538,17014245000 ,177231700 ,5571100 ,3,4,16,30,31,37,13,3,1,12,14,1,6,
14,2003.03.08,4,28,1421,77736,1341756,9375048300 ,130363400 ,2568700 ,2,6,12,31,33,40,15,2,4,6,19,2,7,
13,2003.03.01,0,6,450,29601,726751,0 ,433309300 ,5777400 ,22,23,25,37,38,42,26,22,1,2,12,1,4,
12,2003.02.22,12,27,1903,76845,1115084,1348845700 ,99914400 ,1417500 ,2,11,21,25,39,45,44,2,9,10,4,14,6,
11,2003.02.15,5,11,428,38515,612805,4780152300 ,362132700 ,9307100 ,1,7,36,37,41,42,14,1,6,29,1,4,1,
10,2003.02.08,13,236,11247,703234,3410846,6430437900 ,40813400 ,856400 ,9,25,30,33,41,44,6,9,16,5,3,8,3,
9,2003.02.01,0,4,352,23672,603375,0 ,769456500 ,8743800 ,2,4,16,17,36,39,14,2,2,12,1,19,3,
8,2003.01.25,0,6,348,14279,248242,0 ,131555000 ,2268100 ,8,19,25,34,37,39,9,8,11,6,9,3,2,
7,2003.01.18,0,9,270,13229,206259,0 ,48165000 ,1605500 ,2,9,16,25,26,40,42,2,7,7,9,1,14,
