index,date,p1,p2,p3,p4,p5,w1,w2,w3,n1,n2,n3,n4,n5,n6,b,nn1,nn2,nn3,nn4,nn5,nn6,
615,2014.09.13,9,31,1670,83981,1383278,1535062417 ,74277214 ,1378799 ,10,17,18,19,23,27,35,10,7,1,1,4,4,
614,2014.09.06,6,46,1523,80393,1360707,2540975438 ,55238597 ,1668402 ,8,21,25,39,40,44,18,8,13,4,14,1,4,
613,2014.08.30,9,30,1538,77945,1299580,1549831209 ,77491561 ,1511539 ,7,8,11,16,41,44,35,7,1,3,5,25,3,
612,2014.08.23,11,59,1833,86228,1364516,1181705250 ,36719655 ,1181921 ,6,9,18,19,25,33,40,6,3,9,1,6,8,
611,2014.08.16,4,47,1486,74589,1258998,3502706157 ,49683776 ,1571425 ,2,22,27,33,36,37,14,2,20,5,6,3,1,
610,2014.08.09,4,34,1398,71718,1218676,3516018375 ,68941537 ,1676690 ,14,18,20,23,28,36,33,14,4,2,3,5,8,
609,2014.08.02,2,47,1621,80472,1300134,6339311438 ,44959656 ,1303581 ,4,8,27,34,39,40,13,4,4,19,7,5,1,
608,2014.07.26,7,32,1516,74353,1243159,1943530018 ,70857866 ,1495681 ,4,8,18,19,39,44,41,4,4,10,1,20,5,
607,2014.07.19,4,35,1448,73277,1220405,3494480907 ,66561542 ,1608878 ,8,14,23,36,38,39,13,8,6,9,13,2,1,
606,2014.07.12,10,44,1542,82879,1366588,1311566850 ,49680563 ,1417604 ,1,5,6,14,20,39,22,1,4,1,8,6,19,
605,2014.07.05,9,40,2286,92980,1386335,1394232250 ,52283710 ,914851 ,1,2,7,9,10,38,42,1,1,5,2,1,28,
604,2014.06.28,11,36,1451,75476,1266398,1229141557 ,62595172 ,1553016 ,2,6,18,21,33,34,30,2,4,12,3,12,1,
603,2014.06.21,4,30,1363,71799,1227396,3452136563 ,76714146 ,1688500 ,2,19,25,26,27,43,28,2,17,6,1,1,16,
602,2014.06.14,8,42,1675,77026,1251693,1689530860 ,53635901 ,1344901 ,13,14,22,27,30,38,2,13,1,8,5,3,8,
601,2014.06.07,9,28,1516,72233,1205559,1524565209 ,81673137 ,1508475 ,2,16,19,31,34,35,37,2,14,3,12,3,1,
600,2014.05.31,15,41,1518,77138,1258677,901798725 ,54987728 ,1485176 ,5,11,14,27,29,36,44,5,6,3,13,2,7,
599,2014.05.24,8,43,1685,79069,1297530,1710918329 ,53051732 ,1353843 ,5,12,17,29,34,35,27,5,7,5,12,5,1,
598,2014.05.17,16,50,2053,86005,1333411,833998594 ,44479925 ,1083291 ,4,12,24,33,38,45,22,4,8,12,9,5,7,
597,2014.05.10,13,46,1532,75553,1260248,1057920606 ,49829594 ,1496189 ,8,10,23,24,35,43,37,8,2,13,1,11,8,
596,2014.05.03,10,41,1651,80007,1313990,1328267663 ,53994621 ,1340872 ,3,4,12,14,25,43,17,3,1,8,2,11,18,
595,2014.04.26,8,54,1501,77652,1281555,1744525219 ,43074697 ,1549656 ,8,24,28,35,38,40,5,8,16,4,7,3,2,
594,2014.04.19,11,42,1750,79157,1301802,1255592796 ,54807623 ,1315383 ,2,8,13,25,28,37,3,2,6,5,12,3,9,
593,2014.04.12,9,62,1818,87413,1383890,1532833500 ,37084682 ,1264715 ,9,10,13,24,33,38,28,9,1,3,11,9,5,
592,2014.04.05,6,28,1406,75519,1284347,2356381688 ,84156489 ,1675948 ,2,5,6,13,28,44,43,2,3,1,7,15,16,
591,2014.03.29,5,38,1483,73310,1251393,2964676200 ,65014829 ,1665923 ,8,13,14,30,38,39,5,8,5,1,16,8,1,
590,2014.03.22,7,31,1370,70019,1221113,2185183983 ,82238107 ,1860863 ,20,30,36,38,41,45,23,20,10,6,2,3,4,
589,2014.03.15,7,42,1559,77435,1301184,2136877983 ,59357722 ,1599118 ,6,8,28,33,38,39,22,6,2,20,5,5,1,
588,2014.03.08,5,43,1676,78517,1315684,2889342075 ,55995002 ,1436626 ,2,8,15,22,25,41,30,2,6,7,7,3,16,
587,2014.03.01,3,43,1437,73745,1254438,4974577375 ,57843923 ,1730890 ,14,21,29,31,32,37,17,14,7,8,2,1,5,
586,2014.02.22,8,46,1570,80965,1346737,1778354344 ,51546503 ,1510280 ,2,7,12,15,21,34,5,2,5,5,3,6,13,
585,2014.02.15,9,45,1528,79691,1339079,1620546334 ,54018212 ,1590851 ,6,7,10,16,38,41,4,6,1,3,6,22,3,
584,2014.02.08,3,32,1464,77972,1328119,5033183250 ,78643489 ,1718984 ,7,18,30,39,40,41,36,7,11,12,9,1,1,
583,2014.02.01,11,51,1826,88583,1445611,1341848353 ,48236379 ,1347238 ,8,17,27,33,40,44,24,8,9,10,6,7,4,
582,2014.01.25,4,57,1631,79917,1333596,3560558719 ,41643962 ,1455369 ,2,12,14,33,40,41,25,2,10,2,19,7,1,
581,2014.01.18,8,39,1384,76964,1321056,1844554547 ,63061694 ,1777028 ,3,5,14,20,42,44,33,3,2,9,6,22,2,
580,2014.01.11,7,42,1665,86352,1401162,2028610500 ,56350292 ,1421449 ,5,7,9,11,32,35,33,5,2,2,2,21,3,
579,2014.01.04,11,46,1769,85011,1408043,1396068444 ,55640409 ,1446840 ,5,7,20,22,37,42,39,5,2,13,2,15,5,
578,2013.12.28,5,43,1615,80303,1326822,2796466575 ,54195089 ,1442966 ,5,12,14,32,34,42,16,5,7,2,18,2,8,
577,2013.12.21,3,42,1526,79150,1322032,4484438375 ,53386172 ,1469345 ,16,17,22,31,34,37,33,16,1,5,9,3,3,
576,2013.12.14,3,54,1561,76903,1242512,4321966000 ,40018204 ,1384359 ,10,11,15,25,35,41,13,10,1,4,10,10,6,
575,2013.12.07,8,45,1488,75000,1257969,1699267875 ,50348678 ,1522642 ,2,8,20,30,33,34,6,2,6,12,10,3,1,
574,2013.11.30,2,33,1259,68910,1184428,6965184938 ,70355404 ,1844106 ,14,15,16,19,25,43,2,14,1,1,3,6,18,
573,2013.11.23,8,50,1622,78997,1308493,1645691766 ,43885114 ,1352809 ,2,4,20,34,35,43,14,2,2,16,14,1,8,
572,2013.11.16,8,53,1734,81361,1274889,1668216188 ,41967703 ,1282750 ,3,13,18,33,37,45,1,3,10,5,15,4,8,
571,2013.11.09,7,33,1506,74042,1238061,1966538465 ,69524088 ,1523437 ,11,18,21,26,38,43,29,11,7,3,5,12,5,
570,2013.11.02,9,38,1573,77565,1323078,1527791625 ,60307565 ,1456890 ,1,12,26,27,29,33,42,1,11,14,1,2,4,
569,2013.10.26,4,36,1706,81582,1329250,3467925188 ,64220837 ,1355188 ,3,6,13,23,24,35,1,3,3,7,10,1,11,
568,2013.10.19,10,50,1845,87784,1409876,1305167550 ,43505585 ,1179014 ,1,3,17,20,31,44,40,1,2,14,3,11,13,
567,2013.10.12,6,53,1547,76284,1271252,2318659438 ,43748292 ,1498811 ,1,10,15,16,32,41,28,1,9,5,1,16,9,
566,2013.10.05,4,35,1555,74789,1275890,3508951032 ,66837163 ,1504374 ,4,5,6,25,26,43,41,4,1,1,19,1,17,
565,2013.09.28,8,39,1866,85438,1384878,1742064469 ,59557760 ,1244777 ,4,10,18,27,40,45,38,4,6,8,9,13,5,
564,2013.09.21,7,32,1649,83100,1358618,1934801143 ,70539625 ,1368871 ,14,19,25,26,27,34,2,14,5,6,1,1,7,
563,2013.09.14,7,38,1642,79945,1324790,1932735643 ,59338375 ,1373239 ,5,10,16,17,31,32,21,5,5,6,1,14,1,
562,2013.09.07,11,51,1789,85094,1355577,1166694614 ,41940003 ,1195607 ,4,11,13,17,20,31,33,4,7,2,4,3,11,
561,2013.08.31,5,41,1434,73966,1252562,2753712225 ,55969761 ,1600252 ,5,7,18,37,42,45,20,5,2,11,19,5,3,
560,2013.08.24,7,40,1476,73123,1235465,1976697215 ,57653669 ,1562431 ,1,4,20,23,29,45,28,1,3,16,3,6,16,
559,2013.08.17,7,42,1566,73823,1239640,1926145608 ,53504045 ,1434975 ,11,12,25,32,44,45,23,11,1,13,7,12,1,
558,2013.08.10,10,51,1408,77834,1206457,1315913663 ,43003715 ,1557663 ,12,15,19,26,40,43,29,12,3,4,7,14,3,
557,2013.08.03,7,43,1503,74569,1238570,1888069286 ,51226687 ,1465568 ,4,20,26,28,35,40,31,4,16,6,2,7,5,
556,2013.07.27,7,41,1411,73689,1257532,2005209161 ,57058798 ,1657981 ,12,20,23,28,30,44,43,12,8,3,5,2,14,
555,2013.07.20,8,46,1554,78046,1296730,1711027360 ,49594996 ,1468063 ,11,17,21,24,26,36,12,11,6,4,3,2,10,
554,2013.07.13,2,41,1484,74436,1234010,6813893625 ,55397510 ,1530525 ,13,14,17,32,41,42,6,13,1,3,15,9,1,
553,2013.07.06,6,52,1647,77687,1272468,2249631438 ,43262144 ,1365897 ,2,7,17,28,29,39,37,2,5,10,11,1,10,
552,2013.06.29,10,45,1808,86409,1347284,1330824225 ,49289787 ,1226793 ,1,10,20,32,35,40,43,1,9,10,12,3,5,
551,2013.06.22,1,32,1440,77811,1313634,13526973750 ,70452989 ,1565622 ,3,6,20,24,27,44,25,3,3,14,4,3,17,
550,2013.06.15,11,58,2728,103421,1328508,1118679205 ,35360550 ,751801 ,1,7,14,20,34,37,41,1,6,7,6,14,3,
549,2013.06.08,8,35,1487,71700,1213077,1760805047 ,67078288 ,1578844 ,29,31,35,38,40,44,17,29,2,4,3,2,4,
548,2013.06.01,8,46,1646,78057,1291286,1736871891 ,50344113 ,1406944 ,1,12,13,21,32,45,14,1,11,1,8,11,13,
547,2013.05.25,5,54,1548,75527,1256984,2838444450 ,43803156 ,1528018 ,6,7,15,22,34,39,28,6,1,8,7,12,5,
546,2013.05.18,30,55,3110,104469,1379107,405939950 ,36903632 ,652637 ,8,17,20,27,37,43,6,8,9,3,7,10,6,
545,2013.05.11,11,42,1497,77301,1306657,1198994353 ,52337056 ,1468375 ,4,24,25,27,34,35,2,4,20,1,2,7,1,
544,2013.05.04,13,47,1527,74263,1235509,1046388433 ,48237765 ,1484725 ,5,17,21,25,36,44,10,5,12,4,4,11,8,
543,2013.04.27,12,47,1968,81520,1280433,1112934844 ,47358930 ,1131032 ,13,18,26,31,34,44,12,13,5,8,5,3,10,
542,2013.04.20,6,26,1456,72242,1236252,2335152563 ,89813561 ,1603814 ,5,6,19,26,41,45,34,5,1,13,7,15,4,
541,2013.04.13,11,40,1444,73911,1246235,1269327171 ,58177496 ,1611565 ,8,13,26,28,32,34,43,8,5,13,2,4,2,
540,2013.04.06,7,26,1409,72629,1234194,1989365250 ,89266390 ,1647216 ,3,12,13,15,34,36,14,3,9,1,2,19,2,
539,2013.03.30,9,42,1519,75592,1270479,1621036667 ,57894167 ,1600761 ,3,19,22,31,42,43,26,3,16,3,9,11,1,
538,2013.03.23,3,48,1724,82529,1347630,4688021625 ,48833559 ,1359636 ,6,10,18,31,32,34,11,6,4,8,13,1,2,
537,2013.03.16,7,35,1444,75265,1265143,2104038911 ,70134631 ,1699940 ,12,23,26,30,36,43,11,12,11,3,4,6,7,
536,2013.03.09,11,40,1676,80139,1336621,1308523603 ,59973999 ,1431361 ,7,8,18,32,37,43,12,7,1,10,14,5,6,
535,2013.03.02,3,31,1512,76742,1336486,4935603000 ,79606500 ,1632144 ,11,12,14,15,18,39,34,11,1,2,1,3,21,
534,2013.02.23,1,55,1537,79943,1332446,14215763250 ,43078071 ,1541506 ,10,24,26,29,37,38,32,10,14,2,3,8,1,
533,2013.02.16,8,44,1517,78509,1333013,1785671579 ,54111260 ,1569477 ,9,14,15,17,31,33,23,9,5,1,2,14,2,
532,2013.02.09,7,26,1480,74186,1288672,2216896286 ,99476116 ,1747554 ,16,17,23,24,29,44,3,16,1,6,1,5,15,
531,2013.02.02,9,42,1618,78757,1317489,1521519750 ,54339992 ,1410557 ,1,5,9,21,27,35,45,1,4,4,12,6,8,
530,2013.01.26,11,40,1449,75595,1255300,1231656239 ,56450911 ,1558342 ,16,23,27,29,33,41,22,16,7,4,2,4,8,
529,2013.01.19,8,33,1502,75069,1282443,1749114797 ,70671305 ,1552699 ,18,20,24,27,31,42,39,18,2,4,3,4,11,
528,2013.01.12,11,86,1811,87443,1366616,1197889125 ,25536397 ,1212662 ,5,17,25,31,39,40,10,5,12,8,6,8,1,
527,2013.01.05,13,29,1967,83212,1287504,1032386366 ,77132315 ,1137183 ,1,12,22,32,33,42,38,1,11,10,10,1,9,
526,2012.12.29,9,49,1539,78325,1291054,1491031959 ,45643836 ,1453248 ,7,14,17,20,35,39,31,7,7,3,3,15,4,
525,2012.12.22,9,41,1543,73791,1215973,1501132375 ,54919478 ,1459300 ,11,23,26,29,39,44,22,11,12,3,3,10,5,
524,2012.12.15,4,36,1338,67866,1163075,3491695594 ,64661030 ,1739759 ,10,11,29,38,41,45,21,10,1,18,9,3,4,
523,2012.12.08,7,43,1557,79706,1247454,1780355840 ,48304229 ,1334029 ,1,4,37,38,40,45,7,1,3,33,1,2,5,
522,2012.12.01,6,39,1495,76078,1293961,2281623000 ,58503154 ,1526170 ,4,5,13,14,37,41,11,4,1,8,1,23,4,
521,2012.11.24,8,53,1612,75589,1250016,1693420922 ,42601785 ,1400679 ,3,7,18,29,32,36,19,3,4,11,11,3,4,
520,2012.11.17,6,37,1627,77196,1260891,2167205438 ,58573120 ,1332026 ,4,22,27,28,38,40,1,4,18,5,1,10,2,
519,2012.11.10,7,32,1357,71405,1206248,1950601393 ,71115676 ,1677010 ,6,8,13,16,30,43,3,6,2,5,3,14,13,
518,2012.11.03,6,34,1349,71110,1198970,2263804125 ,66582475 ,1678135 ,14,23,30,32,34,38,6,14,9,7,2,2,4,
517,2012.10.27,5,40,1493,70854,1192872,2659057725 ,55397036 ,1484181 ,1,9,12,28,36,41,10,1,8,3,16,8,5,
516,2012.10.20,11,32,1338,67233,1169955,1294190182 ,74146313 ,1773305 ,2,8,23,41,43,44,30,2,6,15,18,2,1,
515,2012.10.13,1,35,1450,74773,1258039,13200466875 ,62859367 ,1517296 ,2,11,12,15,23,37,8,2,9,1,3,8,14,
514,2012.10.06,3,36,1362,70323,1181166,4451055500 ,61820216 ,1634015 ,1,15,20,26,35,42,9,1,14,5,6,9,7,
513,2012.09.29,3,54,1626,82270,1337355,4589624750 ,42496526 ,1411324 ,5,8,21,23,27,33,12,5,3,13,2,4,6,
512,2012.09.22,13,52,1682,82439,1318396,940094452 ,39170603 ,1210982 ,4,5,9,13,26,27,1,4,1,4,4,13,1,
511,2012.09.15,6,37,1524,72310,1209004,2165579250 ,58529169 ,1420984 ,3,7,14,23,26,42,24,3,4,7,9,3,16,
510,2012.09.08,5,25,1319,69724,1173715,2644158150 ,88138605 ,1670558 ,12,29,32,33,39,40,42,12,17,3,1,6,1,
509,2012.09.01,5,34,1228,64934,1104261,2689076100 ,65908728 ,1824835 ,12,25,29,35,42,43,24,12,13,4,6,7,1,
508,2012.08.25,8,31,1596,75460,1234049,1599557860 ,68798188 ,1336306 ,5,27,31,34,35,43,37,5,22,4,3,1,8,
507,2012.08.18,9,29,1473,73411,1230314,1416438875 ,73264080 ,1442403 ,12,13,32,33,40,41,4,12,1,19,1,7,1,
506,2012.08.11,3,33,1588,75289,1224774,4073333875 ,61717180 ,1282536 ,6,9,11,22,24,30,31,6,3,2,11,2,6,
505,2012.08.04,6,38,1440,69758,1144014,1917955188 ,50472505 ,1331914 ,7,20,22,25,38,40,44,7,13,2,3,13,2,
504,2012.07.28,9,29,1294,63257,1082365,1443236959 ,74650188 ,1672995 ,6,14,22,26,43,44,31,6,8,8,4,17,1,
503,2012.07.21,7,42,1292,69822,1198882,1853634911 ,51489859 ,1673819 ,1,5,27,30,34,36,40,1,4,22,3,4,2,
502,2012.07.14,6,31,1482,70160,1176131,2201458125 ,71014779 ,1485465 ,6,22,28,32,34,40,26,6,16,6,4,2,6,
501,2012.07.07,4,61,1639,77235,1272541,3025200094 ,33062297 ,1230507 ,1,4,10,17,31,42,2,1,3,6,7,14,11,
500,2012.06.30,9,68,1831,84979,1308863,1351072375 ,29803068 ,1106832 ,3,4,12,20,24,34,41,3,1,8,8,4,10,
499,2012.06.23,3,46,1514,76797,1252409,4070480250 ,44244351 ,1344281 ,5,20,23,27,35,40,43,5,15,3,4,8,5,
498,2012.06.16,4,35,1334,68471,1139612,3244503094 ,61800059 ,1621441 ,13,14,24,32,39,41,3,13,1,10,8,7,2,
497,2012.06.09,6,30,1148,61101,1073640,2222817813 ,74093928 ,1936253 ,19,20,23,24,43,44,13,19,1,3,1,19,1,
496,2012.06.02,4,46,1389,66873,1117856,3285932250 ,47622207 ,1577122 ,4,13,20,29,36,41,39,4,9,7,9,7,5,
495,2012.05.26,6,44,1568,75762,1228344,2111645000 ,47991932 ,1346713 ,4,13,22,27,34,44,6,4,9,9,5,7,10,
494,2012.05.19,12,40,1539,74174,1215736,1054588407 ,52729421 ,1370486 ,5,7,8,15,30,43,22,5,2,1,7,15,13,
493,2012.05.12,9,27,1342,68608,1154415,1451120334 ,80617797 ,1621968 ,20,22,26,33,36,37,25,20,2,4,7,3,1,
492,2012.05.05,5,40,1434,69327,1152057,2493013800 ,51937788 ,1448753 ,22,27,31,35,37,40,42,22,5,4,4,2,3,
491,2012.04.28,4,31,1360,68290,1133544,3304634438 ,71067408 ,1619919 ,8,17,35,36,39,42,4,8,9,18,1,3,3,
490,2012.04.21,7,29,1357,65961,1126965,1860234161 ,74837007 ,1599318 ,2,7,26,29,40,43,42,2,5,19,3,11,3,
489,2012.04.14,6,52,1538,75822,1227452,2106360625 ,40506936 ,1369546 ,2,4,8,15,20,27,11,2,2,4,7,5,7,
488,2012.04.07,10,33,1345,69224,1181353,1330393575 ,67191595 ,1648567 ,2,8,17,30,31,38,25,2,6,9,13,1,7,
487,2012.03.31,8,46,1587,76639,1265088,1638830766 ,47502342 ,1376880 ,4,8,25,27,37,41,21,4,4,17,2,10,4,
486,2012.03.24,13,29,1501,72658,1230904,1008634125 ,75357722 ,1455946 ,1,2,23,25,38,40,43,1,1,21,2,13,2,
485,2012.03.17,9,33,1406,72785,1237898,1501474917 ,68248860 ,1601859 ,17,22,26,27,36,39,20,17,5,4,1,9,3,
484,2012.03.10,6,32,1343,70285,1197263,2305303063 ,72040721 ,1716533 ,1,3,27,28,32,45,11,1,2,24,1,4,13,
483,2012.03.03,5,53,1886,83480,1300537,2567196675 ,40364728 ,1134322 ,12,15,19,22,28,34,5,12,3,4,3,6,6,
482,2012.02.25,7,30,1639,78522,1292139,1897921179 ,73808046 ,1350971 ,1,10,16,24,25,35,43,1,9,6,8,1,10,
481,2012.02.18,3,34,1294,66695,1185827,4639355750 ,68225820 ,1792642 ,3,4,23,29,40,41,20,3,1,19,6,11,1,
480,2012.02.11,4,50,1983,96288,1382163,2996742282 ,39956564 ,1007478 ,3,5,10,17,30,31,16,3,2,5,7,13,1,
479,2012.02.04,6,34,1389,71489,1197119,2233046500 ,65677839 ,1607665 ,8,23,25,27,35,44,24,8,15,2,2,8,9,
478,2012.01.28,14,35,1285,67069,1141261,987224759 ,65814984 ,1792627 ,18,29,30,37,39,43,8,18,11,1,7,2,4,
477,2012.01.21,8,33,1474,73001,1256239,1919011829 ,77535832 ,1735877 ,14,25,29,32,33,45,37,14,11,4,3,1,12,
476,2012.01.14,4,34,1294,68643,1203577,3439851469 ,67448069 ,1772206 ,9,12,13,15,37,38,27,9,3,1,2,22,1,
475,2012.01.07,8,33,1486,75257,1238055,1693923047 ,68441336 ,1519896 ,1,9,14,16,21,29,3,1,8,5,2,5,8,
474,2011.12.31,15,48,1738,81500,1336085,936690800 ,48785980 ,1347369 ,4,13,18,31,33,45,43,4,9,5,13,2,12,
473,2011.12.24,4,36,1313,67064,1148971,3250418063 ,60192928 ,1650378 ,8,13,20,22,23,36,34,8,5,7,2,1,13,
472,2011.12.17,7,23,1352,68212,1132776,1809656090 ,91794150 ,1561587 ,16,25,26,31,36,43,44,16,9,1,5,5,7,
471,2011.12.10,7,30,1219,63297,1096176,1939332858 ,75418500 ,1856075 ,6,13,29,37,39,41,43,6,7,16,8,2,2,
470,2011.12.03,3,27,1390,71706,1207572,4333330625 ,80246864 ,1558753 ,10,16,20,39,41,42,27,10,6,4,19,2,1,
469,2011.11.26,4,33,1277,65880,1125554,3330131250 ,67275379 ,1738519 ,4,21,22,34,37,38,33,4,17,1,12,3,1,
468,2011.11.19,9,33,1457,70701,1187572,1527197167 ,69418054 ,1572269 ,8,13,15,28,37,43,17,8,5,2,13,9,6,
467,2011.11.12,9,33,1811,88314,1410192,1435441084 ,65247322 ,1188936 ,2,12,14,17,24,40,39,2,10,2,3,7,16,
466,2011.11.05,9,55,1746,83132,1327403,1530313459 ,41735822 ,1314703 ,4,10,13,23,32,44,20,4,6,3,10,9,12,
465,2011.10.29,7,46,1733,83244,1356052,1923662893 ,48788552 ,1295023 ,1,8,11,13,22,38,31,1,7,3,2,9,16,
464,2011.10.22,13,78,3145,159899,2682564,3355721106 ,67273025 ,1668457 ,6,12,15,34,42,44,4,6,6,3,19,8,2,
463,2011.10.15,0,37,1254,62251,1060512,0 ,54687384 ,1613584 ,23,29,31,33,34,44,40,23,6,2,2,1,10,
462,2011.10.08,8,39,1394,67106,1096569,1483559297 ,50719976 ,1418996 ,3,20,24,32,37,45,4,3,17,4,8,5,8,
461,2011.10.01,6,32,1717,75605,1188529,1948674875 ,60896090 ,1134931 ,11,18,26,31,37,40,43,11,7,8,5,6,3,
460,2011.09.24,4,30,1307,66799,1130818,3180895782 ,70686573 ,1622493 ,8,11,28,30,43,45,41,8,3,17,2,13,2,
459,2011.09.17,7,46,1532,73084,1167264,1655842233 ,41995999 ,1260977 ,4,6,10,14,25,40,12,4,2,4,4,11,15,
458,2011.09.10,8,52,1433,72902,1216672,1608812625 ,41251606 ,1496918 ,4,9,10,32,36,40,18,4,5,1,22,4,4,
457,2011.09.03,10,47,1506,72524,1149591,1159902825 ,41131306 ,1283647 ,8,10,18,23,27,40,33,8,2,8,5,4,13,
456,2011.08.27,7,39,1616,75858,1199612,1598505054 ,47818528 ,1154037 ,1,7,12,18,23,27,44,1,6,5,6,5,4,
455,2011.08.20,7,32,1448,69056,1133097,1635711483 ,59635315 ,1317908 ,4,19,20,26,30,35,24,4,15,1,6,4,5,
454,2011.08.13,7,43,1397,74480,1090420,1609125590 ,43658447 ,1343818 ,13,25,27,34,38,41,10,13,12,2,7,4,3,
453,2011.08.06,5,36,1412,69250,1096036,2262732375 ,52378065 ,1335419 ,12,24,33,38,40,42,30,12,12,9,5,2,2,
452,2011.07.30,9,48,1298,66864,1112471,1276902000 ,39903188 ,1475619 ,8,10,18,30,32,34,27,8,2,8,12,2,2,
451,2011.07.23,13,31,1612,74696,1181075,882138952 ,61654873 ,1185671 ,12,15,20,24,30,38,29,12,3,5,4,6,8,
450,2011.07.16,6,34,1349,67461,1113967,1990391625 ,58540931 ,1475458 ,6,14,19,21,23,31,13,6,8,5,2,2,8,
449,2011.07.09,3,39,1295,65963,1114025,4059715250 ,52047632 ,1567458 ,3,10,20,26,35,43,36,3,7,10,6,9,8,
448,2011.07.02,3,35,1422,72122,1191936,4026212750 ,57517325 ,1415687 ,3,7,13,27,40,41,36,3,4,6,14,13,1,
447,2011.06.25,4,31,1721,84363,1276737,2657941125 ,57160025 ,1029612 ,2,7,8,9,17,33,34,2,5,1,1,8,16,
446,2011.06.18,3,41,1375,68198,1136546,4051247625 ,49405459 ,1473181 ,1,11,12,14,26,35,6,1,10,1,2,12,9,
445,2011.06.11,7,28,1183,61433,1046503,1791683036 ,74653460 ,1766946 ,13,20,21,30,39,45,32,13,7,1,9,9,6,
444,2011.06.04,3,26,1270,65611,1087892,4154188625 ,79888243 ,1635508 ,11,13,23,35,43,45,17,11,2,10,12,8,2,
443,2011.05.28,9,41,1668,74414,1193233,1327597584 ,48570644 ,1193883 ,4,6,10,19,20,44,14,4,2,4,9,1,24,
442,2011.05.21,9,27,1271,63699,1092813,1413413042 ,78522947 ,1668073 ,25,27,29,36,38,40,41,25,2,2,7,2,2,
441,2011.05.14,4,42,1127,60027,1045164,3170417063 ,50324081 ,1875432 ,1,23,28,30,34,35,9,1,22,5,2,4,1,
440,2011.05.07,6,41,1495,68428,1103401,1995873000 ,48679830 ,1335033 ,10,22,28,34,36,44,2,10,12,6,6,2,8,
439,2011.04.30,6,33,1437,75335,1174597,1900077375 ,57578103 ,1322253 ,17,20,30,31,37,40,25,17,3,10,1,6,3,
438,2011.04.23,9,41,1303,65010,1081763,1377142167 ,50383250 ,1585352 ,6,12,20,26,29,38,45,6,6,8,6,3,9,
437,2011.04.16,6,33,1286,64531,1080539,2096245438 ,63522590 ,1630051 ,11,16,29,38,41,44,21,11,5,13,9,3,3,
436,2011.04.09,8,44,1425,70742,1153313,1512266579 ,45826260 ,1414987 ,9,14,20,22,33,34,28,9,5,6,2,11,1,
435,2011.04.02,10,31,1426,67838,1122280,1287550013 ,69223119 ,1504851 ,8,16,26,30,38,45,42,8,8,10,4,8,7,
434,2011.03.26,8,37,1867,78263,1217852,1480060266 ,53335506 ,1056998 ,3,13,20,24,33,37,35,3,10,7,4,9,4,
433,2011.03.19,11,41,1278,65906,1112537,1182294410 ,52866824 ,1696041 ,19,23,29,33,35,43,27,19,4,6,4,2,8,
432,2011.03.12,5,48,1747,83754,1331414,2299427550 ,39920618 ,1096846 ,2,3,5,11,27,39,33,2,1,2,6,16,12,
431,2011.03.05,10,43,1337,66865,1115054,1268434013 ,49164110 ,1581195 ,18,22,25,31,38,45,6,18,4,3,6,7,7,
430,2011.02.26,8,45,1449,70039,1180669,1611763219 ,47755948 ,1483104 ,1,3,16,18,30,34,44,1,2,13,2,12,4,
429,2011.02.19,9,37,1389,68256,1150652,1485904709 ,60239381 ,1604649 ,3,23,28,34,39,42,16,3,20,5,6,5,3,
428,2011.02.12,9,30,1568,76003,1258031,1437683209 ,71884161 ,1375335 ,12,16,19,22,37,40,8,12,4,3,3,15,3,
427,2011.02.05,1,33,1415,71400,1184720,12571445625 ,63492150 ,1480736 ,6,7,15,24,28,30,21,6,1,8,9,4,2,
426,2011.01.29,4,63,1463,71102,1174590,3057233625 ,32351679 ,1393135 ,4,17,18,27,39,43,19,4,13,1,9,12,4,
425,2011.01.22,8,41,1297,66071,1110949,1534833000 ,49913269 ,1577829 ,8,10,14,27,33,38,3,8,2,4,13,6,5,
424,2011.01.15,10,51,1686,75456,1159669,1109480813 ,36257543 ,1096759 ,10,11,26,31,34,44,30,10,1,15,5,3,10,
423,2011.01.08,3,47,1432,69948,1150428,3896153875 ,41448446 ,1360389 ,1,17,27,28,29,40,5,1,16,10,1,1,11,
422,2011.01.01,6,21,1293,64044,1104218,2205251375 ,105011971 ,1705531 ,8,15,19,21,34,44,12,8,7,4,2,13,10,
421,2010.12.25,5,36,1203,62947,1050873,2321144325 ,53730193 ,1607887 ,6,11,26,27,28,44,30,6,5,15,1,1,16,
420,2010.12.18,8,35,1187,62929,1065564,1424856375 ,54280243 ,1600513 ,4,9,10,29,31,34,27,4,5,1,19,2,3,
419,2010.12.11,3,33,1194,60100,1012637,3796490750 ,57522588 ,1589821 ,2,11,13,14,28,30,7,2,9,2,1,14,2,
418,2010.12.04,8,46,1316,61748,1025606,1435649766 ,41613037 ,1454560 ,11,13,15,26,28,34,31,11,2,2,11,2,6,
417,2010.11.27,4,34,1181,58879,1001817,2818329938 ,55261372 ,1590929 ,4,5,14,20,22,43,44,4,1,9,6,2,21,
416,2010.11.20,10,32,1501,70470,1122015,1072037100 ,55835266 ,1190359 ,5,6,8,11,22,26,44,5,1,2,3,11,4,
415,2010.11.13,8,35,1587,71409,1114259,1334182407 ,50825997 ,1120927 ,7,17,20,26,30,40,24,7,10,3,6,4,10,
414,2010.11.06,1,35,1220,58726,982817,11703832500 ,55732536 ,1598885 ,2,14,15,22,23,44,43,2,12,1,7,1,21,
